MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2001-01-21,Campomaiorense,Gil Vicente,1.0,0.0,1.82,2.9,4.25,,,,,,,,
2001-01-21,Pacos Ferreira,Salgueiros,1.0,1.0,1.9,3.15,3.45,,,,,,,,
2001-01-21,Benfica,Porto,2.0,1.0,2.36,3.05,2.65,,,,,,,,
2001-01-21,Farense,Sp Lisbon,2.0,1.0,4.4,3.4,1.6,,,,,,,,
2001-01-22,Maritimo,Alverca,2.0,1.0,1.7,3.1,4.5,,,,,,,,
2001-01-26,Sp Braga,Est Amadora,1.0,1.0,1.27,4.1,8.5,,,,,,,,
2001-01-27,Porto,Belenenses,0.0,0.0,1.3,4.2,7.75,,,,,,,,
2001-01-27,Sp Lisbon,Guimaraes,3.0,1.0,1.3,4.2,8.0,,,,,,,,
2001-01-28,Alverca,Farense,0.0,1.0,1.85,3.1,3.8,,,,,,,,
2001-01-28,Aves,Pacos Ferreira,1.0,1.0,2.7,3.0,2.4,,,,,,,,
2001-01-28,Beira Mar,Benfica,1.0,3.0,3.3,2.9,2.1,,,,,,,,
2001-01-28,Gil Vicente,Maritimo,2.0,0.0,2.6,3.0,2.4,,,,,,,,
2001-01-28,Salgueiros,Campomaiorense,0.0,0.0,1.6,3.4,4.8,,,,,,,,
2001-01-28,Leiria,Boavista,0.0,0.0,3.2,2.8,2.15,,,,,,,,
2001-02-02,Boavista,Est Amadora,1.0,0.0,1.15,5.7,11.3,,,,,,,,
2001-02-03,Guimaraes,Alverca,2.0,2.0,1.87,3.0,3.7,,,,,,,,
2001-02-04,Belenenses,Beira Mar,0.0,1.0,1.45,3.6,6.0,,,,,,,,
2001-02-04,Campomaiorense,Aves,0.0,0.0,1.7,3.1,4.4,,,,,,,,
2001-02-04,Maritimo,Salgueiros,0.0,1.0,1.7,3.2,4.3,,,,,,,,
2001-02-04,Benfica,Leiria,3.0,2.0,1.25,4.5,8.5,,,,,,,,
2001-02-04,Farense,Gil Vicente,1.0,1.0,1.5,3.4,5.9,,,,,,,,
2001-02-04,Sp Lisbon,Sp Braga,1.0,2.0,1.45,3.5,6.3,,,,,,,,
2001-02-05,Pacos Ferreira,Porto,1.0,0.0,3.25,3.0,2.0,,,,,,,,
2001-02-16,Est Amadora,Benfica,1.0,2.0,4.85,3.3,1.6,,,,,,,,
2001-02-17,Alverca,Sp Lisbon,3.0,1.0,3.45,3.15,1.9,,,,,,,,
2001-02-17,Sp Braga,Boavista,1.0,0.0,2.5,2.85,2.6,,,,,,,,
2001-02-18,Aves,Maritimo,1.0,1.0,2.45,2.8,2.7,,,,,,,,
2001-02-18,Beira Mar,Pacos Ferreira,1.0,0.0,2.35,2.85,2.8,,,,,,,,
2001-02-18,Porto,Campomaiorense,3.0,1.0,1.17,5.2,10.5,,,,,,,,
2001-02-18,Gil Vicente,Guimaraes,4.0,1.0,2.2,2.95,2.95,,,,,,,,
2001-02-18,Salgueiros,Farense,0.0,0.0,1.85,3.1,3.7,,,,,,,,
2001-02-18,Leiria,Belenenses,1.0,1.0,2.25,2.85,2.95,,,,,,,,
2001-02-23,Belenenses,Est Amadora,0.0,3.0,1.37,3.8,7.25,,,,,,,,
2001-02-24,Sp Lisbon,Gil Vicente,3.0,1.0,1.2,5.0,10.2,,,,,,,,
