MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2012-08-26,Botafogo RJ,Flamengo RJ,0.0,0.0,2.29,3.21,3.02,,,,,,,,
2012-08-26,Corinthians,Sao Paulo,1.0,2.0,2.21,3.26,3.11,,,,,,,,
2012-08-26,Figueirense,Coritiba,3.0,1.0,2.71,3.24,2.48,,,,,,,,
2012-08-26,Internacional,Gremio,0.0,1.0,2.21,3.21,3.15,,,,,,,,
2012-08-26,Bahia,Atletico GO,1.0,1.0,2.05,3.27,3.51,,,,,,,,
2012-08-26,Cruzeiro,Atletico-MG,2.0,2.0,3.2,3.23,2.18,,,,,,,,
2012-08-26,Sport Recife,Nautico,0.0,0.0,2.47,3.22,2.72,,,,,,,,
2012-08-29,Coritiba,Internacional,1.0,0.0,2.55,3.16,2.69,,,,,,,,
2012-08-29,Santos,Bahia,1.0,3.0,1.34,4.6,8.84,,,,,,,,
2012-08-30,Atletico-MG,Ponte Preta,2.0,2.0,1.38,4.39,7.86,,,,,,,,
2012-08-30,Nautico,Figueirense,3.0,2.0,1.74,3.49,4.55,,,,,,,,
2012-08-30,Portuguesa,Palmeiras,3.0,0.0,2.75,3.1,2.53,,,,,,,,
2012-08-30,Atletico GO,Cruzeiro,0.0,2.0,2.25,3.29,3.01,,,,,,,,
2012-08-30,Fluminense,Corinthians,1.0,1.0,2.07,3.23,3.48,,,,,,,,
2012-08-30,Gremio,Vasco,2.0,0.0,1.8,3.4,4.33,,,,,,,,
2012-08-31,Flamengo RJ,Sport Recife,1.0,1.0,1.5,3.91,6.34,,,,,,,,
2012-08-31,Sao Paulo,Botafogo RJ,4.0,0.0,1.68,3.71,4.64,,,,,,,,
2012-09-06,Flamengo RJ,Coritiba,3.0,1.0,1.93,3.34,3.83,,,,,,,,
2012-09-08,Bahia,Portuguesa,0.0,0.0,2.43,3.12,2.85,,,,,,,,
2012-09-08,Corinthians,Atletico GO,1.0,1.0,1.47,3.9,6.89,,,,,,,,
2012-09-08,Botafogo RJ,Palmeiras,1.0,2.0,1.81,3.37,4.29,,,,,,,,
2012-09-08,Figueirense,Flamengo RJ,0.0,2.0,2.28,3.24,2.99,,,,,,,,
2012-09-08,Santos,Cruzeiro,4.0,2.0,2.3,3.2,2.99,,,,,,,,
2012-09-09,Corinthians,Gremio,3.0,1.0,2.48,3.15,2.77,,,,,,,,
2012-09-09,Botafogo RJ,Nautico,3.0,1.0,1.65,3.67,5.0,,,,,,,,
2012-09-09,Internacional,Fluminense,0.0,1.0,2.53,3.17,2.7,,,,,,,,
2012-09-09,Santos,Sao Paulo,0.0,0.0,3.05,3.25,2.25,,,,,,,,
2012-09-09,Atletico GO,Portuguesa,1.0,1.0,2.32,3.23,2.93,,,,,,,,
2012-09-09,Atletico-MG,Palmeiras,3.0,0.0,1.57,3.74,5.72,,,,,,,,
2012-09-09,Sport Recife,Cruzeiro,2.0,1.0,2.54,3.17,2.68,,,,,,,,
2012-09-09,Vasco,Bahia,0.0,4.0,1.57,3.74,5.68,,,,,,,,
2012-09-13,Atletico GO,Coritiba,1.0,2.0,2.29,3.29,2.95,,,,,,,,
